,ID,datetime,electricity_consumption
6656,8792,2014-07-02 08:00:00,303
6657,8793,2014-07-02 09:00:00,324
6658,8794,2014-07-02 10:00:00,336
6659,8795,2014-07-02 11:00:00,405
6660,8796,2014-07-02 12:00:00,348
6661,8797,2014-07-02 13:00:00,234
6662,8798,2014-07-02 14:00:00,216
6663,8799,2014-07-02 15:00:00,204
6664,8800,2014-07-02 16:00:00,216
6665,8801,2014-07-02 17:00:00,219
6666,8802,2014-07-02 18:00:00,186
6667,8803,2014-07-02 19:00:00,222
6668,8804,2014-07-02 20:00:00,192
6669,8805,2014-07-02 21:00:00,180
6670,8806,2014-07-02 22:00:00,231
6671,8807,2014-07-02 23:00:00,198
6672,8808,2014-07-03 00:00:00,198
6673,8809,2014-07-03 01:00:00,189
6674,8810,2014-07-03 02:00:00,204
6675,8811,2014-07-03 03:00:00,183
6676,8812,2014-07-03 04:00:00,195
6677,8813,2014-07-03 05:00:00,210
6678,8814,2014-07-03 06:00:00,195
6679,8815,2014-07-03 07:00:00,198
6680,8816,2014-07-03 08:00:00,219
6681,8817,2014-07-03 09:00:00,219
6682,8818,2014-07-03 10:00:00,192
6683,8819,2014-07-03 11:00:00,222
6684,8820,2014-07-03 12:00:00,213
6685,8821,2014-07-03 13:00:00,201
6686,8822,2014-07-03 14:00:00,201
6687,8823,2014-07-03 15:00:00,207
6688,8824,2014-07-03 16:00:00,195
6689,8825,2014-07-03 17:00:00,216
6690,8826,2014-07-03 18:00:00,180
6691,8827,2014-07-03 19:00:00,210
6692,8828,2014-07-03 20:00:00,183
6693,8829,2014-07-03 21:00:00,186
6694,8830,2014-07-03 22:00:00,204
6695,8831,2014-07-03 23:00:00,219
6696,8832,2014-07-04 00:00:00,207
6697,8833,2014-07-04 01:00:00,198
6698,8834,2014-07-04 02:00:00,192
6699,8835,2014-07-04 03:00:00,186
6700,8836,2014-07-04 04:00:00,219
6701,8837,2014-07-04 05:00:00,207
6702,8838,2014-07-04 06:00:00,198
6703,8839,2014-07-04 07:00:00,195
6704,8840,2014-07-04 08:00:00,210
6705,8841,2014-07-04 09:00:00,207
6706,8842,2014-07-04 10:00:00,201
6707,8843,2014-07-04 11:00:00,192
6708,8844,2014-07-04 12:00:00,210
6709,8845,2014-07-04 13:00:00,225
6710,8846,2014-07-04 14:00:00,210
6711,8847,2014-07-04 15:00:00,186
6712,8848,2014-07-04 16:00:00,201
6713,8849,2014-07-04 17:00:00,219
6714,8850,2014-07-04 18:00:00,219
6715,8851,2014-07-04 19:00:00,243
6716,8852,2014-07-04 20:00:00,279
6717,8853,2014-07-04 21:00:00,297
6718,8854,2014-07-04 22:00:00,282
6719,8855,2014-07-04 23:00:00,276
6720,8856,2014-07-05 00:00:00,288
6721,8857,2014-07-05 01:00:00,303
6722,8858,2014-07-05 02:00:00,312
6723,8859,2014-07-05 03:00:00,303
6724,8860,2014-07-05 04:00:00,372
6725,8861,2014-07-05 05:00:00,348
6726,8862,2014-07-05 06:00:00,345
6727,8863,2014-07-05 07:00:00,291
6728,8864,2014-07-05 08:00:00,285
6729,8865,2014-07-05 09:00:00,258
6730,8866,2014-07-05 10:00:00,261
6731,8867,2014-07-05 11:00:00,270
6732,8868,2014-07-05 12:00:00,264
6733,8869,2014-07-05 13:00:00,267
6734,8870,2014-07-05 14:00:00,258
6735,8871,2014-07-05 15:00:00,261
6736,8872,2014-07-05 16:00:00,270
6737,8873,2014-07-05 17:00:00,291
6738,8874,2014-07-05 18:00:00,309
6739,8875,2014-07-05 19:00:00,408
6740,8876,2014-07-05 20:00:00,456
6741,8877,2014-07-05 21:00:00,492
6742,8878,2014-07-05 22:00:00,408
6743,8879,2014-07-05 23:00:00,366
6744,8880,2014-07-06 00:00:00,423
6745,8881,2014-07-06 01:00:00,387
6746,8882,2014-07-06 02:00:00,384
6747,8883,2014-07-06 03:00:00,372
6748,8884,2014-07-06 04:00:00,438
6749,8885,2014-07-06 05:00:00,390
6750,8886,2014-07-06 06:00:00,378
6751,8887,2014-07-06 07:00:00,378
6752,8888,2014-07-06 08:00:00,405
6753,8889,2014-07-06 09:00:00,402
6754,8890,2014-07-06 10:00:00,408
6755,8891,2014-07-06 11:00:00,360
6756,8892,2014-07-06 12:00:00,273
6757,8893,2014-07-06 13:00:00,288
6758,8894,2014-07-06 14:00:00,282
6759,8895,2014-07-06 15:00:00,267
6760,8896,2014-07-06 16:00:00,237
6761,8897,2014-07-06 17:00:00,276
6762,8898,2014-07-06 18:00:00,270
6763,8899,2014-07-06 19:00:00,258
6764,8900,2014-07-06 20:00:00,237
6765,8901,2014-07-06 21:00:00,261
6766,8902,2014-07-06 22:00:00,264
6767,8903,2014-07-06 23:00:00,225
6768,8904,2014-07-07 00:00:00,222
6769,8905,2014-07-07 01:00:00,240
6770,8906,2014-07-07 02:00:00,240
6771,8907,2014-07-07 03:00:00,249
6772,8908,2014-07-07 04:00:00,258
6773,8909,2014-07-07 05:00:00,240
6774,8910,2014-07-07 06:00:00,228
6775,8911,2014-07-07 07:00:00,270
6776,8912,2014-07-07 08:00:00,252
6777,8913,2014-07-07 09:00:00,264
6778,8914,2014-07-07 10:00:00,267
6779,8915,2014-07-07 11:00:00,273
6780,8916,2014-07-07 12:00:00,333
6781,8917,2014-07-07 13:00:00,405
6782,8918,2014-07-07 14:00:00,399
6783,8919,2014-07-07 15:00:00,408
6784,8920,2014-07-07 16:00:00,405
6785,8921,2014-07-07 17:00:00,393
6786,8922,2014-07-07 18:00:00,399
6787,8923,2014-07-07 19:00:00,378
6788,8924,2014-07-07 20:00:00,396
6789,8925,2014-07-07 21:00:00,405
6790,8926,2014-07-07 22:00:00,366
6791,8927,2014-07-07 23:00:00,399
6792,8928,2014-07-08 00:00:00,390
6793,8929,2014-07-08 01:00:00,405
6794,8930,2014-07-08 02:00:00,429
6795,8931,2014-07-08 03:00:00,375
6796,8932,2014-07-08 04:00:00,372
6797,8933,2014-07-08 05:00:00,360
6798,8934,2014-07-08 06:00:00,342
6799,8935,2014-07-08 07:00:00,342
6800,8936,2014-07-08 08:00:00,306
6801,8937,2014-07-08 09:00:00,318
6802,8938,2014-07-08 10:00:00,348
6803,8939,2014-07-08 11:00:00,324
6804,8940,2014-07-08 12:00:00,375
6805,8941,2014-07-08 13:00:00,351
6806,8942,2014-07-08 14:00:00,363
6807,8943,2014-07-08 15:00:00,351
6808,8944,2014-07-08 16:00:00,345
6809,8945,2014-07-08 17:00:00,405
6810,8946,2014-07-08 18:00:00,399
6811,8947,2014-07-08 19:00:00,435
6812,8948,2014-07-08 20:00:00,444
6813,8949,2014-07-08 21:00:00,456
6814,8950,2014-07-08 22:00:00,465
6815,8951,2014-07-08 23:00:00,522
6816,8952,2014-07-09 00:00:00,540
6817,8953,2014-07-09 01:00:00,528
6818,8954,2014-07-09 02:00:00,438
6819,8955,2014-07-09 03:00:00,360
6820,8956,2014-07-09 04:00:00,342
6821,8957,2014-07-09 05:00:00,288
6822,8958,2014-07-09 06:00:00,258
6823,8959,2014-07-09 07:00:00,276
6824,8960,2014-07-09 08:00:00,339
6825,8961,2014-07-09 09:00:00,318
6826,8962,2014-07-09 10:00:00,303
6827,8963,2014-07-09 11:00:00,288
6828,8964,2014-07-09 12:00:00,288
6829,8965,2014-07-09 13:00:00,291
6830,8966,2014-07-09 14:00:00,429
6831,8967,2014-07-09 15:00:00,393
6832,8968,2014-07-09 16:00:00,381
6833,8969,2014-07-09 17:00:00,381
6834,8970,2014-07-09 18:00:00,360
6835,8971,2014-07-09 19:00:00,405
6836,8972,2014-07-09 20:00:00,504
6837,8973,2014-07-09 21:00:00,564
6838,8974,2014-07-09 22:00:00,600
6839,8975,2014-07-09 23:00:00,603
6840,8976,2014-07-10 00:00:00,627
6841,8977,2014-07-10 01:00:00,609
6842,8978,2014-07-10 02:00:00,642
6843,8979,2014-07-10 03:00:00,696
6844,8980,2014-07-10 04:00:00,828
6845,8981,2014-07-10 05:00:00,819
6846,8982,2014-07-10 06:00:00,786
6847,8983,2014-07-10 07:00:00,804
6848,8984,2014-07-10 08:00:00,780
6849,8985,2014-07-10 09:00:00,792
6850,8986,2014-07-10 10:00:00,780
6851,8987,2014-07-10 11:00:00,768
6852,8988,2014-07-10 12:00:00,363
6853,8989,2014-07-10 13:00:00,192
6854,8990,2014-07-10 14:00:00,207
6855,8991,2014-07-10 15:00:00,216
6856,8992,2014-07-10 16:00:00,204
6857,8993,2014-07-10 17:00:00,210
6858,8994,2014-07-10 18:00:00,219
6859,8995,2014-07-10 19:00:00,183
6860,8996,2014-07-10 20:00:00,216
6861,8997,2014-07-10 21:00:00,213
6862,8998,2014-07-10 22:00:00,180
6863,8999,2014-07-10 23:00:00,198
6864,9000,2014-07-11 00:00:00,222
6865,9001,2014-07-11 01:00:00,201
6866,9002,2014-07-11 02:00:00,207
6867,9003,2014-07-11 03:00:00,189
6868,9004,2014-07-11 04:00:00,204
6869,9005,2014-07-11 05:00:00,216
6870,9006,2014-07-11 06:00:00,207
6871,9007,2014-07-11 07:00:00,234
6872,9008,2014-07-11 08:00:00,228
6873,9009,2014-07-11 09:00:00,264
6874,9010,2014-07-11 10:00:00,210
6875,9011,2014-07-11 11:00:00,216
6876,9012,2014-07-11 12:00:00,243
6877,9013,2014-07-11 13:00:00,267
6878,9014,2014-07-11 14:00:00,240
6879,9015,2014-07-11 15:00:00,240
6880,9016,2014-07-11 16:00:00,264
6881,9017,2014-07-11 17:00:00,258
6882,9018,2014-07-11 18:00:00,279
6883,9019,2014-07-11 19:00:00,282
6884,9020,2014-07-11 20:00:00,312
6885,9021,2014-07-11 21:00:00,315
6886,9022,2014-07-11 22:00:00,318
6887,9023,2014-07-11 23:00:00,345
6888,9024,2014-07-12 00:00:00,336
6889,9025,2014-07-12 01:00:00,378
6890,9026,2014-07-12 02:00:00,375
6891,9027,2014-07-12 03:00:00,390
6892,9028,2014-07-12 04:00:00,375
6893,9029,2014-07-12 05:00:00,378
6894,9030,2014-07-12 06:00:00,363
6895,9031,2014-07-12 07:00:00,375
6896,9032,2014-07-12 08:00:00,327
6897,9033,2014-07-12 09:00:00,330
6898,9034,2014-07-12 10:00:00,324
6899,9035,2014-07-12 11:00:00,342
6900,9036,2014-07-12 12:00:00,348
6901,9037,2014-07-12 13:00:00,372
6902,9038,2014-07-12 14:00:00,414
6903,9039,2014-07-12 15:00:00,375
6904,9040,2014-07-12 16:00:00,366
6905,9041,2014-07-12 17:00:00,363
6906,9042,2014-07-12 18:00:00,402
6907,9043,2014-07-12 19:00:00,366
6908,9044,2014-07-12 20:00:00,399
6909,9045,2014-07-12 21:00:00,381
6910,9046,2014-07-12 22:00:00,456
6911,9047,2014-07-12 23:00:00,396
6912,9048,2014-07-13 00:00:00,309
6913,9049,2014-07-13 01:00:00,273
6914,9050,2014-07-13 02:00:00,264
6915,9051,2014-07-13 03:00:00,258
6916,9052,2014-07-13 04:00:00,267
6917,9053,2014-07-13 05:00:00,240
6918,9054,2014-07-13 06:00:00,255
6919,9055,2014-07-13 07:00:00,234
6920,9056,2014-07-13 08:00:00,225
6921,9057,2014-07-13 09:00:00,249
6922,9058,2014-07-13 10:00:00,225
6923,9059,2014-07-13 11:00:00,237
6924,9060,2014-07-13 12:00:00,231
6925,9061,2014-07-13 13:00:00,243
6926,9062,2014-07-13 14:00:00,276
6927,9063,2014-07-13 15:00:00,276
6928,9064,2014-07-13 16:00:00,249
6929,9065,2014-07-13 17:00:00,219
6930,9066,2014-07-13 18:00:00,264
6931,9067,2014-07-13 19:00:00,261
6932,9068,2014-07-13 20:00:00,261
6933,9069,2014-07-13 21:00:00,264
6934,9070,2014-07-13 22:00:00,294
6935,9071,2014-07-13 23:00:00,291
6936,9072,2014-07-14 00:00:00,351
6937,9073,2014-07-14 01:00:00,345
6938,9074,2014-07-14 02:00:00,339
6939,9075,2014-07-14 03:00:00,330
6940,9076,2014-07-14 04:00:00,324
6941,9077,2014-07-14 05:00:00,312
6942,9078,2014-07-14 06:00:00,255
6943,9079,2014-07-14 07:00:00,252
6944,9080,2014-07-14 08:00:00,246
6945,9081,2014-07-14 09:00:00,237
6946,9082,2014-07-14 10:00:00,219
6947,9083,2014-07-14 11:00:00,240
6948,9084,2014-07-14 12:00:00,228
6949,9085,2014-07-14 13:00:00,228
6950,9086,2014-07-14 14:00:00,207
6951,9087,2014-07-14 15:00:00,213
6952,9088,2014-07-14 16:00:00,222
6953,9089,2014-07-14 17:00:00,210
6954,9090,2014-07-14 18:00:00,207
6955,9091,2014-07-14 19:00:00,219
6956,9092,2014-07-14 20:00:00,237
6957,9093,2014-07-14 21:00:00,240
6958,9094,2014-07-14 22:00:00,216
6959,9095,2014-07-14 23:00:00,216
6960,9096,2014-07-15 00:00:00,237
6961,9097,2014-07-15 01:00:00,222
6962,9098,2014-07-15 02:00:00,240
6963,9099,2014-07-15 03:00:00,237
6964,9100,2014-07-15 04:00:00,216
6965,9101,2014-07-15 05:00:00,213
6966,9102,2014-07-15 06:00:00,234
6967,9103,2014-07-15 07:00:00,240
6968,9104,2014-07-15 08:00:00,219
6969,9105,2014-07-15 09:00:00,228
6970,9106,2014-07-15 10:00:00,213
6971,9107,2014-07-15 11:00:00,222
6972,9108,2014-07-15 12:00:00,237
6973,9109,2014-07-15 13:00:00,222
6974,9110,2014-07-15 14:00:00,219
6975,9111,2014-07-15 15:00:00,234
6976,9112,2014-07-15 16:00:00,222
6977,9113,2014-07-15 17:00:00,228
6978,9114,2014-07-15 18:00:00,210
6979,9115,2014-07-15 19:00:00,216
6980,9116,2014-07-15 20:00:00,234
6981,9117,2014-07-15 21:00:00,210
6982,9118,2014-07-15 22:00:00,216
6983,9119,2014-07-15 23:00:00,210
6984,9120,2014-07-16 00:00:00,228
6985,9121,2014-07-16 01:00:00,219
6986,9122,2014-07-16 02:00:00,222
6987,9123,2014-07-16 03:00:00,240
6988,9124,2014-07-16 04:00:00,228
6989,9125,2014-07-16 05:00:00,222
6990,9126,2014-07-16 06:00:00,237
6991,9127,2014-07-16 07:00:00,210
6992,9128,2014-07-16 08:00:00,228
6993,9129,2014-07-16 09:00:00,222
6994,9130,2014-07-16 10:00:00,237
6995,9131,2014-07-16 11:00:00,216
6996,9132,2014-07-16 12:00:00,240
6997,9133,2014-07-16 13:00:00,216
6998,9134,2014-07-16 14:00:00,225
6999,9135,2014-07-16 15:00:00,228
7000,9136,2014-07-16 16:00:00,225
7001,9137,2014-07-16 17:00:00,210
7002,9138,2014-07-16 18:00:00,237
7003,9139,2014-07-16 19:00:00,216
7004,9140,2014-07-16 20:00:00,240
7005,9141,2014-07-16 21:00:00,207
7006,9142,2014-07-16 22:00:00,207
7007,9143,2014-07-16 23:00:00,225
7008,9144,2014-07-17 00:00:00,222
7009,9145,2014-07-17 01:00:00,216
7010,9146,2014-07-17 02:00:00,231
7011,9147,2014-07-17 03:00:00,213
7012,9148,2014-07-17 04:00:00,228
7013,9149,2014-07-17 05:00:00,210
7014,9150,2014-07-17 06:00:00,225
7015,9151,2014-07-17 07:00:00,219
7016,9152,2014-07-17 08:00:00,216
7017,9153,2014-07-17 09:00:00,207
7018,9154,2014-07-17 10:00:00,237
7019,9155,2014-07-17 11:00:00,234
7020,9156,2014-07-17 12:00:00,489
7021,9157,2014-07-17 13:00:00,531
7022,9158,2014-07-17 14:00:00,564
7023,9159,2014-07-17 15:00:00,513
7024,9160,2014-07-17 16:00:00,564
7025,9161,2014-07-17 17:00:00,555
7026,9162,2014-07-17 18:00:00,537
7027,9163,2014-07-17 19:00:00,603
7028,9164,2014-07-17 20:00:00,666
7029,9165,2014-07-17 21:00:00,672
7030,9166,2014-07-17 22:00:00,651
7031,9167,2014-07-17 23:00:00,591
7032,9168,2014-07-18 00:00:00,573
7033,9169,2014-07-18 01:00:00,582
7034,9170,2014-07-18 02:00:00,594
7035,9171,2014-07-18 03:00:00,600
7036,9172,2014-07-18 04:00:00,630
7037,9173,2014-07-18 05:00:00,642
7038,9174,2014-07-18 06:00:00,657
7039,9175,2014-07-18 07:00:00,669
7040,9176,2014-07-18 08:00:00,630
7041,9177,2014-07-18 09:00:00,642
7042,9178,2014-07-18 10:00:00,618
7043,9179,2014-07-18 11:00:00,642
7044,9180,2014-07-18 12:00:00,612
7045,9181,2014-07-18 13:00:00,618
7046,9182,2014-07-18 14:00:00,660
7047,9183,2014-07-18 15:00:00,669
7048,9184,2014-07-18 16:00:00,717
7049,9185,2014-07-18 17:00:00,690
7050,9186,2014-07-18 18:00:00,738
7051,9187,2014-07-18 19:00:00,741
7052,9188,2014-07-18 20:00:00,738
7053,9189,2014-07-18 21:00:00,732
7054,9190,2014-07-18 22:00:00,726
7055,9191,2014-07-18 23:00:00,726
7056,9192,2014-07-19 00:00:00,702
7057,9193,2014-07-19 01:00:00,747
7058,9194,2014-07-19 02:00:00,780
7059,9195,2014-07-19 03:00:00,843
7060,9196,2014-07-19 04:00:00,759
7061,9197,2014-07-19 05:00:00,699
7062,9198,2014-07-19 06:00:00,645
7063,9199,2014-07-19 07:00:00,615
7064,9200,2014-07-19 08:00:00,597
7065,9201,2014-07-19 09:00:00,660
7066,9202,2014-07-19 10:00:00,657
7067,9203,2014-07-19 11:00:00,627
7068,9204,2014-07-19 12:00:00,618
7069,9205,2014-07-19 13:00:00,645
7070,9206,2014-07-19 14:00:00,633
7071,9207,2014-07-19 15:00:00,621
7072,9208,2014-07-19 16:00:00,672
7073,9209,2014-07-19 17:00:00,675
7074,9210,2014-07-19 18:00:00,690
7075,9211,2014-07-19 19:00:00,702
7076,9212,2014-07-19 20:00:00,702
7077,9213,2014-07-19 21:00:00,720
7078,9214,2014-07-19 22:00:00,786
7079,9215,2014-07-19 23:00:00,810
7080,9216,2014-07-20 00:00:00,744
7081,9217,2014-07-20 01:00:00,558
7082,9218,2014-07-20 02:00:00,333
7083,9219,2014-07-20 03:00:00,231
7084,9220,2014-07-20 04:00:00,240
7085,9221,2014-07-20 05:00:00,246
7086,9222,2014-07-20 06:00:00,219
7087,9223,2014-07-20 07:00:00,189
7088,9224,2014-07-20 08:00:00,204
7089,9225,2014-07-20 09:00:00,204
7090,9226,2014-07-20 10:00:00,207
7091,9227,2014-07-20 11:00:00,201
7092,9228,2014-07-20 12:00:00,222
7093,9229,2014-07-20 13:00:00,228
7094,9230,2014-07-20 14:00:00,219
7095,9231,2014-07-20 15:00:00,186
7096,9232,2014-07-20 16:00:00,183
7097,9233,2014-07-20 17:00:00,204
7098,9234,2014-07-20 18:00:00,228
7099,9235,2014-07-20 19:00:00,210
7100,9236,2014-07-20 20:00:00,228
7101,9237,2014-07-20 21:00:00,210
7102,9238,2014-07-20 22:00:00,198
7103,9239,2014-07-20 23:00:00,216
7104,9240,2014-07-21 00:00:00,204
7105,9241,2014-07-21 01:00:00,204
7106,9242,2014-07-21 02:00:00,180
7107,9243,2014-07-21 03:00:00,186
7108,9244,2014-07-21 04:00:00,183
7109,9245,2014-07-21 05:00:00,183
7110,9246,2014-07-21 06:00:00,198
7111,9247,2014-07-21 07:00:00,195
7112,9248,2014-07-21 08:00:00,207
7113,9249,2014-07-21 09:00:00,219
7114,9250,2014-07-21 10:00:00,222
7115,9251,2014-07-21 11:00:00,204
7116,9252,2014-07-21 12:00:00,192
7117,9253,2014-07-21 13:00:00,213
7118,9254,2014-07-21 14:00:00,201
7119,9255,2014-07-21 15:00:00,189
7120,9256,2014-07-21 16:00:00,198
7121,9257,2014-07-21 17:00:00,198
7122,9258,2014-07-21 18:00:00,198
7123,9259,2014-07-21 19:00:00,204
7124,9260,2014-07-21 20:00:00,216
7125,9261,2014-07-21 21:00:00,213
7126,9262,2014-07-21 22:00:00,210
7127,9263,2014-07-21 23:00:00,210
7128,9264,2014-07-22 00:00:00,198
7129,9265,2014-07-22 01:00:00,216
7130,9266,2014-07-22 02:00:00,195
7131,9267,2014-07-22 03:00:00,198
7132,9268,2014-07-22 04:00:00,210
7133,9269,2014-07-22 05:00:00,216
7134,9270,2014-07-22 06:00:00,195
7135,9271,2014-07-22 07:00:00,189
7136,9272,2014-07-22 08:00:00,213
7137,9273,2014-07-22 09:00:00,210
7138,9274,2014-07-22 10:00:00,222
7139,9275,2014-07-22 11:00:00,192
7140,9276,2014-07-22 12:00:00,222
7141,9277,2014-07-22 13:00:00,195
7142,9278,2014-07-22 14:00:00,219
7143,9279,2014-07-22 15:00:00,213
7144,9280,2014-07-22 16:00:00,234
7145,9281,2014-07-22 17:00:00,234
7146,9282,2014-07-22 18:00:00,246
7147,9283,2014-07-22 19:00:00,276
7148,9284,2014-07-22 20:00:00,321
7149,9285,2014-07-22 21:00:00,408
7150,9286,2014-07-22 22:00:00,390
7151,9287,2014-07-22 23:00:00,378
7152,9288,2014-07-23 00:00:00,450
7153,9289,2014-07-23 01:00:00,1386
7154,9290,2014-07-23 02:00:00,1341
7155,9291,2014-07-23 03:00:00,690
7156,9292,2014-07-23 04:00:00,549
7157,9293,2014-07-23 05:00:00,537
7158,9294,2014-07-23 06:00:00,510
7159,9295,2014-07-23 07:00:00,444
7160,9296,2014-07-23 08:00:00,366
7161,9297,2014-07-23 09:00:00,249
7162,9298,2014-07-23 10:00:00,240
7163,9299,2014-07-23 11:00:00,210
7164,9300,2014-07-23 12:00:00,228
7165,9301,2014-07-23 13:00:00,201
7166,9302,2014-07-23 14:00:00,225
7167,9303,2014-07-23 15:00:00,210
7168,9304,2014-07-23 16:00:00,201
7169,9305,2014-07-23 17:00:00,216
7170,9306,2014-07-23 18:00:00,213
7171,9307,2014-07-23 19:00:00,279
7172,9308,2014-07-23 20:00:00,315
7173,9309,2014-07-23 21:00:00,420
7174,9310,2014-07-23 22:00:00,390
7175,9311,2014-07-23 23:00:00,309
7176,9504,2014-08-01 00:00:00,219
7177,9505,2014-08-01 01:00:00,186
7178,9506,2014-08-01 02:00:00,198
7179,9507,2014-08-01 03:00:00,210
7180,9508,2014-08-01 04:00:00,204
7181,9509,2014-08-01 05:00:00,210
7182,9510,2014-08-01 06:00:00,210
7183,9511,2014-08-01 07:00:00,189
7184,9512,2014-08-01 08:00:00,189
7185,9513,2014-08-01 09:00:00,204
7186,9514,2014-08-01 10:00:00,216
7187,9515,2014-08-01 11:00:00,186
7188,9516,2014-08-01 12:00:00,219
7189,9517,2014-08-01 13:00:00,195
7190,9518,2014-08-01 14:00:00,216
7191,9519,2014-08-01 15:00:00,222
7192,9520,2014-08-01 16:00:00,195
7193,9521,2014-08-01 17:00:00,222
7194,9522,2014-08-01 18:00:00,213
7195,9523,2014-08-01 19:00:00,213
7196,9524,2014-08-01 20:00:00,246
7197,9525,2014-08-01 21:00:00,264
7198,9526,2014-08-01 22:00:00,249
7199,9527,2014-08-01 23:00:00,210
7200,9528,2014-08-02 00:00:00,210
7201,9529,2014-08-02 01:00:00,213
7202,9530,2014-08-02 02:00:00,201
7203,9531,2014-08-02 03:00:00,186
7204,9532,2014-08-02 04:00:00,210
7205,9533,2014-08-02 05:00:00,198
7206,9534,2014-08-02 06:00:00,189
7207,9535,2014-08-02 07:00:00,189
7208,9536,2014-08-02 08:00:00,192
7209,9537,2014-08-02 09:00:00,219
7210,9538,2014-08-02 10:00:00,216
7211,9539,2014-08-02 11:00:00,204
7212,9540,2014-08-02 12:00:00,213
7213,9541,2014-08-02 13:00:00,204
7214,9542,2014-08-02 14:00:00,198
7215,9543,2014-08-02 15:00:00,198
7216,9544,2014-08-02 16:00:00,216
7217,9545,2014-08-02 17:00:00,198
7218,9546,2014-08-02 18:00:00,240
7219,9547,2014-08-02 19:00:00,270
7220,9548,2014-08-02 20:00:00,285
7221,9549,2014-08-02 21:00:00,282
7222,9550,2014-08-02 22:00:00,294
7223,9551,2014-08-02 23:00:00,300
7224,9552,2014-08-03 00:00:00,264
7225,9553,2014-08-03 01:00:00,240
7226,9554,2014-08-03 02:00:00,240
7227,9555,2014-08-03 03:00:00,246
7228,9556,2014-08-03 04:00:00,258
7229,9557,2014-08-03 05:00:00,261
7230,9558,2014-08-03 06:00:00,270
7231,9559,2014-08-03 07:00:00,267
7232,9560,2014-08-03 08:00:00,249
7233,9561,2014-08-03 09:00:00,243
7234,9562,2014-08-03 10:00:00,261
7235,9563,2014-08-03 11:00:00,246
7236,9564,2014-08-03 12:00:00,246
7237,9565,2014-08-03 13:00:00,237
7238,9566,2014-08-03 14:00:00,240
7239,9567,2014-08-03 15:00:00,261
7240,9568,2014-08-03 16:00:00,276
7241,9569,2014-08-03 17:00:00,270
7242,9570,2014-08-03 18:00:00,270
7243,9571,2014-08-03 19:00:00,288
7244,9572,2014-08-03 20:00:00,327
7245,9573,2014-08-03 21:00:00,351
7246,9574,2014-08-03 22:00:00,315
7247,9575,2014-08-03 23:00:00,249
7248,9576,2014-08-04 00:00:00,186
7249,9577,2014-08-04 01:00:00,213
7250,9578,2014-08-04 02:00:00,189
7251,9579,2014-08-04 03:00:00,198
7252,9580,2014-08-04 04:00:00,183
7253,9581,2014-08-04 05:00:00,198
7254,9582,2014-08-04 06:00:00,204
7255,9583,2014-08-04 07:00:00,189
7256,9584,2014-08-04 08:00:00,198
7257,9585,2014-08-04 09:00:00,210
7258,9586,2014-08-04 10:00:00,210
7259,9587,2014-08-04 11:00:00,210
7260,9588,2014-08-04 12:00:00,222
7261,9589,2014-08-04 13:00:00,207
7262,9590,2014-08-04 14:00:00,219
7263,9591,2014-08-04 15:00:00,228
7264,9592,2014-08-04 16:00:00,273
7265,9593,2014-08-04 17:00:00,276
7266,9594,2014-08-04 18:00:00,270
7267,9595,2014-08-04 19:00:00,255
7268,9596,2014-08-04 20:00:00,243
7269,9597,2014-08-04 21:00:00,276
7270,9598,2014-08-04 22:00:00,282
7271,9599,2014-08-04 23:00:00,294
7272,9600,2014-08-05 00:00:00,330
7273,9601,2014-08-05 01:00:00,348
7274,9602,2014-08-05 02:00:00,345
7275,9603,2014-08-05 03:00:00,345
7276,9604,2014-08-05 04:00:00,324
7277,9605,2014-08-05 05:00:00,288
7278,9606,2014-08-05 06:00:00,288
7279,9607,2014-08-05 07:00:00,282
7280,9608,2014-08-05 08:00:00,330
7281,9609,2014-08-05 09:00:00,312
7282,9610,2014-08-05 10:00:00,291
7283,9611,2014-08-05 11:00:00,288
7284,9612,2014-08-05 12:00:00,324
7285,9613,2014-08-05 13:00:00,303
7286,9614,2014-08-05 14:00:00,321
7287,9615,2014-08-05 15:00:00,318
7288,9616,2014-08-05 16:00:00,312
7289,9617,2014-08-05 17:00:00,354
7290,9618,2014-08-05 18:00:00,354
7291,9619,2014-08-05 19:00:00,354
7292,9620,2014-08-05 20:00:00,348
7293,9621,2014-08-05 21:00:00,420
7294,9622,2014-08-05 22:00:00,486
7295,9623,2014-08-05 23:00:00,483
7296,9624,2014-08-06 00:00:00,501
7297,9625,2014-08-06 01:00:00,486
7298,9626,2014-08-06 02:00:00,474
7299,9627,2014-08-06 03:00:00,510
7300,9628,2014-08-06 04:00:00,507
7301,9629,2014-08-06 05:00:00,408
7302,9630,2014-08-06 06:00:00,204
7303,9631,2014-08-06 07:00:00,192
7304,9632,2014-08-06 08:00:00,207
7305,9633,2014-08-06 09:00:00,195
7306,9634,2014-08-06 10:00:00,213
7307,9635,2014-08-06 11:00:00,195
7308,9636,2014-08-06 12:00:00,183
7309,9637,2014-08-06 13:00:00,213
7310,9638,2014-08-06 14:00:00,198
7311,9639,2014-08-06 15:00:00,228
7312,9640,2014-08-06 16:00:00,216
7313,9641,2014-08-06 17:00:00,216
7314,9642,2014-08-06 18:00:00,192
7315,9643,2014-08-06 19:00:00,207
7316,9644,2014-08-06 20:00:00,237
7317,9645,2014-08-06 21:00:00,249
7318,9646,2014-08-06 22:00:00,258
7319,9647,2014-08-06 23:00:00,261
7320,9648,2014-08-07 00:00:00,396
